지역,Indicator Name,year,value
전남,우울감경험률,2021,25.7
전남,흡연율,2021,6.0
경북,특성화고진학률,2021,0.14655996778901806
경북,특목고진학률,2021,0.05566460315063667
경북,자율고진학율,2021,0.05994262418843425
경북,특+자 진학률,2021,0.11560722733907092
경북,사교육비,2021,31.6
경북,음주율,2021,11.2
경북,우울감경험률,2021,24.0
경북,흡연율,2021,4.0
경남,특성화고진학률,2021,0.12212770463449932
경남,특목고진학률,2021,0.044756627016342525
경남,자율고진학율,2021,0.045356676432176765
경남,특+자 진학률,2021,0.09011330344851928
경남,사교육비,2021,29.8
경남,음주율,2021,11.8
경남,우울감경험률,2021,24.9
경남,흡연율,2021,4.6
제주,특성화고진학률,2021,0.1999018485195485
제주,특목고진학률,2021,0.02977261573695403
제주,자율고진학율,2021,0.0011451006052674627
제주,특+자 진학률,2021,0.030917716342221496
제주,사교육비,2021,34.2
제주,음주율,2021,9.3
제주,우울감경험률,2021,28.0
제주,흡연율,2021,4.3
서울,특성화고진학률,2022,0.1187239738251041
서울,특목고진학률,2022,0.04222189173111243
서울,자율고진학율,2022,0.0947501487209994
서울,특+자 진학률,2022,0.13697204045211184
서울,사교육비,2022,60.5
서울,음주율,2022,9.9
서울,우울감경험률,2022,30.2
서울,흡연율,2022,3.3
부산,특성화고진학률,2022,0.20549450549450549
부산,특목고진학률,2022,0.08199492814877431
부산,자율고진학율,2022,0.017709213863060017
부산,특+자 진학률,2022,0.09970414201183432
부산,사교육비,2022,45.0
부산,음주율,2022,12.7
부산,우울감경험률,2022,24.6
부산,흡연율,2022,3.9
대구,특성화고진학률,2022,0.17497248073651556
대구,특목고진학률,2022,0.06114279995997198
대구,자율고진학율,2022,0.046982888021615134
대구,특+자 진학률,2022,0.10812568798158712
대구,사교육비,2022,46.9
대구,음주율,2022,11.4
대구,우울감경험률,2022,26.6
대구,흡연율,2022,3.2
인천,특성화고진학률,2022,0.15755092104195406
인천,특목고진학률,2022,0.048811166112148016
인천,자율고진학율,2022,0.02186967459222592
인천,특+자 진학률,2022,0.07068084070437393
인천,사교육비,2022,39.7
인천,음주율,2022,12.4
인천,우울감경험률,2022,27.9
인천,흡연율,2022,3.3
광주,특성화고진학률,2022,0.15028983458221407
광주,특목고진학률,2022,0.035345680757811394
광주,자율고진학율,2022,0.016117630425561996
광주,특+자 진학률,2022,0.05146331118337339
광주,사교육비,2022,41.4
광주,음주율,2022,15.9
광주,우울감경험률,2022,29.8
광주,흡연율,2022,7.0
대전,특성화고진학률,2022,0.12265151515151515
대전,특목고진학률,2022,0.05689393939393939
대전,자율고진학율,2022,0.14681818181818182
대전,특+자 진학률,2022,0.2037121212121212
대전,사교육비,2022,41.1
대전,음주율,2022,12.5
대전,우울감경험률,2022,29.5
대전,흡연율,2022,3.9
울산,특성화고진학률,2022,0.1521355799373041
울산,특목고진학률,2022,0.06534090909090909
울산,자율고진학율,2022,0.014400470219435737
울산,특+자 진학률,2022,0.07974137931034483
울산,사교육비,2022,39.3
울산,음주율,2022,15.4
울산,우울감경험률,2022,28.4
울산,흡연율,2022,4.9
세종,특성화고진학률,2022,0.05304286052569263
세종,특목고진학률,2022,0.052332465072223534
세종,자율고진학율,2022,0.04546530902202226
세종,특+자 진학률,2022,0.0977977740942458
세종,사교육비,2022,45.8
세종,음주율,2022,12.0
세종,우울감경험률,2022,30.6
세종,흡연율,2022,4.7
경기,특성화고진학률,2022,0.12764583001250032
경기,특목고진학률,2022,0.03218201800380882
경기,자율고진학율,2022,0.011577472587397334
경기,특+자 진학률,2022,0.04375949059120615
경기,사교육비,2022,47.3
경기,음주율,2022,13.2
경기,우울감경험률,2022,30.0
경기,흡연율,2022,4.6
강원,특성화고진학률,2022,0.14847957577264065
강원,특목고진학률,2022,0.04142845306156268
강원,자율고진학율,2022,0.0026514209959400117
강원,특+자 진학률,2022,0.044079874057502695
강원,사교육비,2022,30.7
강원,음주율,2022,14.1
강원,우울감경험률,2022,27.3
강원,흡연율,2022,5.8
충북,특성화고진학률,2022,0.23618278363622766
충북,특목고진학률,2022,0.05040759853414105
충북,자율고진학율,2022,0.047789993269015035
충북,특+자 진학률,2022,0.09819759180315608
충북,사교육비,2022,35.0
충북,음주율,2022,16.8
충북,우울감경험률,2022,29.0
충북,흡연율,2022,6.1
충남,특성화고진학률,2022,0.16595789921326812
충남,특목고진학률,2022,0.03976185413565809
충남,자율고진학율,2022,0.03646608547735488
충남,특+자 진학률,2022,0.07622793961301297
충남,사교육비,2022,33.6
충남,음주율,2022,13.4
충남,우울감경험률,2022,28.8
충남,흡연율,2022,4.2
전북,특성화고진학률,2022,0.13679576341478977
전북,특목고진학률,2022,0.04912907548012506
전북,자율고진학율,2022,0.005487143495182798
전북,특+자 진학률,2022,0.054616218975307856
전북,사교육비,2022,30.3
전북,음주율,2022,14.9
전북,우울감경험률,2022,29.5
전북,흡연율,2022,6.3
전남,특성화고진학률,2022,0.22199906273013323
전남,특목고진학률,2022,0.04612706701479547
전남,자율고진학율,2022,0.02390038160273147
전남,특+자 진학률,2022,0.07002744861752695
전남,사교육비,2022,30.8
전남,음주율,2022,13.5
전남,우울감경험률,2022,26.2
전남,흡연율,2022,6.3
경북,특성화고진학률,2022,0.15595829195630587
경북,특목고진학률,2022,0.05526315789473684
경북,자율고진학율,2022,0.05829195630585899
경북,특+자 진학률,2022,0.11355511420059583
경북,사교육비,2022,32.4
경북,음주율,2022,16.5
경북,우울감경험률,2022,26.7
경북,흡연율,2022,5.4
경남,특성화고진학률,2022,0.12228260869565218
경남,특목고진학률,2022,0.03984375
경남,자율고진학율,2022,0.030264945652173914
경남,특+자 진학률,2022,0.07010869565217391
경남,사교육비,2022,35.4
경남,음주율,2022,14.4
경남,우울감경험률,2022,27.9
경남,흡연율,2022,4.8
제주,특성화고진학률,2022,0.17318523153942428
제주,특목고진학률,2022,0.030193992490613268
제주,자율고진학율,2022,0.0015644555694618273
제주,특+자 진학률,2022,0.03175844806007509
제주,사교육비,2022,36.4
제주,음주율,2022,9.9
제주,우울감경험률,2022,25.8
제주,흡연율,2022,4.1
